# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendAtEnd
# Parameters: (size = 1)

# Run progress: 0,00% complete, ETA 23:36:40
# Fork: 1 of 5
# Warmup Iteration   1: 0,016 us/op
# Warmup Iteration   2: 0,016 us/op
# Warmup Iteration   3: 0,016 us/op
# Warmup Iteration   4: 0,016 us/op
# Warmup Iteration   5: 0,016 us/op
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendAtStart
# Parameters: (size = 10000)

# Run progress: 5,29% complete, ETA 22:27:08
# Fork: 1 of 5
# Warmup Iteration   1: 551,742 us/op
# Warmup Iteration   2: 543,226 us/op
# Warmup Iteration   3: 543,814 us/op
# Warmup Iteration   4: 542,953 us/op
# Warmup Iteration   5: 543,514 us/op
Iteration   1: 544,265 us/op
Iteration   2: 546,111 us/op
Iteration   3: 546,546 us/op
Iteration   4: 546,951 us/op
Iteration   5: 547,261 us/op

# Run progress: 5,41% complete, ETA 22:25:28
# Fork: 2 of 5
# Warmup Iteration   1: 568,516 us/op
# Warmup Iteration   2: 555,865 us/op
# Warmup Iteration   3: 555,062 us/op
# Warmup Iteration   4: 554,853 us/op
# Warmup Iteration   5: 554,469 us/op
Iteration   1: 553,931 us/op
Iteration   2: 557,459 us/op
Iteration   3: 555,870 us/op
Iteration   4: 554,914 us/op
Iteration   5: 555,742 us/op

# Run progress: 5,53% complete, ETA 22:23:48
# Fork: 3 of 5
# Warmup Iteration   1: 564,654 us/op
# Warmup Iteration   2: 554,097 us/op
# Warmup Iteration   3: 553,802 us/op
# Warmup Iteration   4: 559,697 us/op
# Warmup Iteration   5: 553,978 us/op
Iteration   1: 554,667 us/op
Iteration   2: 557,657 us/op
Iteration   3: 556,553 us/op
Iteration   4: 556,462 us/op
Iteration   5: 556,505 us/op

# Run progress: 5,65% complete, ETA 22:22:07
# Fork: 4 of 5
# Warmup Iteration   1: 566,858 us/op
# Warmup Iteration   2: 556,131 us/op
# Warmup Iteration   3: 555,791 us/op
# Warmup Iteration   4: 555,056 us/op
# Warmup Iteration   5: 555,826 us/op
Iteration   1: 555,698 us/op
Iteration   2: 558,963 us/op
Iteration   3: 558,496 us/op
Iteration   4: 557,377 us/op
Iteration   5: 556,765 us/op

# Run progress: 5,76% complete, ETA 22:20:27
# Fork: 5 of 5
# Warmup Iteration   1: 566,343 us/op
# Warmup Iteration   2: 554,690 us/op
# Warmup Iteration   3: 554,679 us/op
# Warmup Iteration   4: 554,818 us/op
# Warmup Iteration   5: 554,238 us/op
Iteration   1: 554,114 us/op
Iteration   2: 556,848 us/op
Iteration   3: 556,500 us/op
Iteration   4: 556,536 us/op
Iteration   5: 556,593 us/op


Result "de.codecentric.fpl.list.Construct.appendAtStart":
  554,351 ±(99.9%) 3,247 us/op [Average]
  (min, avg, max) = (544,265, 554,351, 558,963), stdev = 4,334
  CI (99.9%): [551,105, 557,598] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendLists
# Parameters: (size = 1)

# Run progress: 5,88% complete, ETA 22:18:46
# Fork: 1 of 5
# Warmup Iteration   1: 0,009 us/op
# Warmup Iteration   2: 0,008 us/op
# Warmup Iteration   3: 0,008 us/op
# Warmup Iteration   4: 0,008 us/op
# Warmup Iteration   5: 0,008 us/op
Iteration   1: 0,008 us/op
Iteration   2: 0,008 us/op
Iteration   3: 0,008 us/op
Iteration   4: 0,008 us/op
Iteration   5: 0,008 us/op

# Run progress: 6,00% complete, ETA 22:17:06
# Fork: 2 of 5
# Warmup Iteration   1: 0,009 us/op
# Warmup Iteration   2: 0,008 us/op
# Warmup Iteration   3: 0,008 us/op
# Warmup Iteration   4: 0,008 us/op
# Warmup Iteration   5: 0,008 us/op
Iteration   1: 0,008 us/op
Iteration   2: 0,008 us/op
Iteration   3: 0,008 us/op
Iteration   4: 0,008 us/op
Iteration   5: 0,008 us/op

# Run progress: 6,12% complete, ETA 22:15:26
# Fork: 3 of 5
# Warmup Iteration   1: 0,008 us/op
# Warmup Iteration   2: 0,008 us/op
# Warmup Iteration   3: 0,008 us/op
# Warmup Iteration   4: 0,008 us/op
# Warmup Iteration   5: 0,008 us/op
Iteration   1: 0,008 us/op
Iteration   2: 0,008 us/op
Iteration   3: 0,008 us/op
Iteration   4: 0,008 us/op
Iteration   5: 0,008 us/op

# Run progress: 6,24% complete, ETA 22:13:46
# Fork: 4 of 5
# Warmup Iteration   1: 0,008 us/op
# Warmup Iteration   2: 0,008 us/op
# Warmup Iteration   3: 0,008 us/op
# Warmup Iteration   4: 0,008 us/op
# Warmup Iteration   5: 0,008 us/op
Iteration   1: 0,008 us/op
Iteration   2: 0,008 us/op
Iteration   3: 0,008 us/op
Iteration   4: 0,008 us/op
Iteration   5: 0,008 us/op

# Run progress: 6,35% complete, ETA 22:12:06
# Fork: 5 of 5
# Warmup Iteration   1: 0,008 us/op
# Warmup Iteration   2: 0,008 us/op
# Warmup Iteration   3: 0,008 us/op
# Warmup Iteration   4: 0,008 us/op
# Warmup Iteration   5: 0,008 us/op
Iteration   1: 0,008 us/op
Iteration   2: 0,008 us/op
Iteration   3: 0,008 us/op
Iteration   4: 0,008 us/op
Iteration   5: 0,008 us/op


Result "de.codecentric.fpl.list.Construct.appendLists":
  0,008 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,008, 0,008, 0,008), stdev = 0,001
  CI (99.9%): [0,008, 0,008] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendLists
# Parameters: (size = 10)

# Run progress: 6,47% complete, ETA 22:10:26
# Fork: 1 of 5
# Warmup Iteration   1: 0,428 us/op
# Warmup Iteration   2: 0,422 us/op
# Warmup Iteration   3: 0,420 us/op
# Warmup Iteration   4: 0,421 us/op
# Warmup Iteration   5: 0,421 us/op
Iteration   1: 0,421 us/op
Iteration   2: 0,420 us/op
Iteration   3: 0,421 us/op
Iteration   4: 0,421 us/op
Iteration   5: 0,421 us/op

# Run progress: 6,59% complete, ETA 22:08:46
# Fork: 2 of 5
# Warmup Iteration   1: 0,448 us/op
# Warmup Iteration   2: 0,434 us/op
# Warmup Iteration   3: 0,432 us/op
# Warmup Iteration   4: 0,432 us/op
# Warmup Iteration   5: 0,433 us/op
Iteration   1: 0,432 us/op
Iteration   2: 0,432 us/op
Iteration   3: 0,432 us/op
Iteration   4: 0,432 us/op
Iteration   5: 0,431 us/op

# Run progress: 6,71% complete, ETA 22:07:06
# Fork: 3 of 5
# Warmup Iteration   1: 0,444 us/op
# Warmup Iteration   2: 0,431 us/op
# Warmup Iteration   3: 0,431 us/op
# Warmup Iteration   4: 0,431 us/op
# Warmup Iteration   5: 0,431 us/op
Iteration   1: 0,431 us/op
Iteration   2: 0,431 us/op
Iteration   3: 0,431 us/op
Iteration   4: 0,431 us/op
Iteration   5: 0,431 us/op

# Run progress: 6,82% complete, ETA 22:05:25
# Fork: 4 of 5
# Warmup Iteration   1: 0,446 us/op
# Warmup Iteration   2: 0,439 us/op
# Warmup Iteration   3: 0,434 us/op
# Warmup Iteration   4: 0,434 us/op
# Warmup Iteration   5: 0,435 us/op
Iteration   1: 0,434 us/op
Iteration   2: 0,434 us/op
Iteration   3: 0,434 us/op
Iteration   4: 0,434 us/op
Iteration   5: 0,434 us/op

# Run progress: 6,94% complete, ETA 22:03:45
# Fork: 5 of 5
# Warmup Iteration   1: 0,432 us/op
# Warmup Iteration   2: 0,421 us/op
# Warmup Iteration   3: 0,421 us/op
# Warmup Iteration   4: 0,420 us/op
# Warmup Iteration   5: 0,420 us/op
Iteration   1: 0,420 us/op
Iteration   2: 0,420 us/op
Iteration   3: 0,420 us/op
Iteration   4: 0,420 us/op
Iteration   5: 0,420 us/op


Result "de.codecentric.fpl.list.Construct.appendLists":
  0,428 ±(99.9%) 0,005 us/op [Average]
  (min, avg, max) = (0,420, 0,428, 0,434), stdev = 0,006
  CI (99.9%): [0,423, 0,432] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendLists
# Parameters: (size = 100)

# Run progress: 7,06% complete, ETA 22:02:04
# Fork: 1 of 5
# Warmup Iteration   1: 5,285 us/op
# Warmup Iteration   2: 5,155 us/op
# Warmup Iteration   3: 5,154 us/op
# Warmup Iteration   4: 5,163 us/op
# Warmup Iteration   5: 5,162 us/op
Iteration   1: 5,163 us/op
Iteration   2: 5,166 us/op
Iteration   3: 5,165 us/op
Iteration   4: 5,161 us/op
Iteration   5: 5,152 us/op

# Run progress: 7,18% complete, ETA 22:00:24
# Fork: 2 of 5
# Warmup Iteration   1: 5,368 us/op
# Warmup Iteration   2: 5,266 us/op
# Warmup Iteration   3: 5,271 us/op
# Warmup Iteration   4: 5,267 us/op
# Warmup Iteration   5: 5,258 us/op
Iteration   1: 5,267 us/op
Iteration   2: 5,264 us/op
Iteration   3: 5,259 us/op
Iteration   4: 5,278 us/op
Iteration   5: 5,267 us/op

# Run progress: 7,29% complete, ETA 21:58:43
# Fork: 3 of 5
# Warmup Iteration   1: 5,352 us/op
# Warmup Iteration   2: 5,214 us/op
# Warmup Iteration   3: 5,255 us/op
# Warmup Iteration   4: 5,253 us/op
# Warmup Iteration   5: 5,250 us/op
Iteration   1: 5,256 us/op
Iteration   2: 5,259 us/op
Iteration   3: 5,255 us/op
Iteration   4: 5,255 us/op
Iteration   5: 5,258 us/op

# Run progress: 7,41% complete, ETA 21:57:03
# Fork: 4 of 5
# Warmup Iteration   1: 5,417 us/op
# Warmup Iteration   2: 5,274 us/op
# Warmup Iteration   3: 5,271 us/op
# Warmup Iteration   4: 5,262 us/op
# Warmup Iteration   5: 5,268 us/op
Iteration   1: 5,274 us/op
Iteration   2: 5,269 us/op
Iteration   3: 5,267 us/op
Iteration   4: 5,263 us/op
Iteration   5: 5,263 us/op

# Run progress: 7,53% complete, ETA 21:55:22
# Fork: 5 of 5
# Warmup Iteration   1: 5,359 us/op
# Warmup Iteration   2: 5,231 us/op
# Warmup Iteration   3: 5,232 us/op
# Warmup Iteration   4: 5,232 us/op
# Warmup Iteration   5: 5,229 us/op
Iteration   1: 5,232 us/op
Iteration   2: 5,228 us/op
Iteration   3: 5,231 us/op
Iteration   4: 5,223 us/op
Iteration   5: 5,230 us/op


Result "de.codecentric.fpl.list.Construct.appendLists":
  5,236 ±(99.9%) 0,031 us/op [Average]
  (min, avg, max) = (5,152, 5,236, 5,278), stdev = 0,041
  CI (99.9%): [5,205, 5,267] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendLists
# Parameters: (size = 1000)

# Run progress: 7,65% complete, ETA 21:53:42
# Fork: 1 of 5
# Warmup Iteration   1: 61,845 us/op
# Warmup Iteration   2: 60,143 us/op
# Warmup Iteration   3: 59,996 us/op
# Warmup Iteration   4: 60,109 us/op
# Warmup Iteration   5: 60,181 us/op
Iteration   1: 60,034 us/op
Iteration   2: 60,018 us/op
Iteration   3: 60,054 us/op
Iteration   4: 59,977 us/op
Iteration   5: 60,122 us/op

# Run progress: 7,76% complete, ETA 21:52:01
# Fork: 2 of 5
# Warmup Iteration   1: 61,511 us/op
# Warmup Iteration   2: 59,807 us/op
# Warmup Iteration   3: 59,565 us/op
# Warmup Iteration   4: 59,572 us/op
# Warmup Iteration   5: 59,603 us/op
Iteration   1: 59,558 us/op
Iteration   2: 59,573 us/op
Iteration   3: 59,618 us/op
Iteration   4: 59,479 us/op
Iteration   5: 59,540 us/op

# Run progress: 7,88% complete, ETA 21:50:21
# Fork: 3 of 5
# Warmup Iteration   1: 60,151 us/op
# Warmup Iteration   2: 58,733 us/op
# Warmup Iteration   3: 58,915 us/op
# Warmup Iteration   4: 58,805 us/op
# Warmup Iteration   5: 58,947 us/op
Iteration   1: 58,897 us/op
Iteration   2: 58,907 us/op
Iteration   3: 59,080 us/op
Iteration   4: 59,072 us/op
Iteration   5: 58,983 us/op

# Run progress: 8,00% complete, ETA 21:48:40
# Fork: 4 of 5
# Warmup Iteration   1: 61,039 us/op
# Warmup Iteration   2: 59,676 us/op
# Warmup Iteration   3: 59,660 us/op
# Warmup Iteration   4: 59,649 us/op
# Warmup Iteration   5: 59,680 us/op
Iteration   1: 59,480 us/op
Iteration   2: 59,446 us/op
Iteration   3: 59,454 us/op
Iteration   4: 59,441 us/op
Iteration   5: 59,464 us/op

# Run progress: 8,12% complete, ETA 21:47:00
# Fork: 5 of 5
# Warmup Iteration   1: 61,359 us/op
# Warmup Iteration   2: 59,603 us/op
# Warmup Iteration   3: 59,580 us/op
# Warmup Iteration   4: 59,502 us/op
# Warmup Iteration   5: 59,523 us/op
Iteration   1: 59,517 us/op
Iteration   2: 59,629 us/op
Iteration   3: 59,641 us/op
Iteration   4: 59,581 us/op
Iteration   5: 59,598 us/op


Result "de.codecentric.fpl.list.Construct.appendLists":
  59,527 ±(99.9%) 0,260 us/op [Average]
  (min, avg, max) = (58,897, 59,527, 60,122), stdev = 0,347
  CI (99.9%): [59,267, 59,786] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendLists
# Parameters: (size = 10000)

# Run progress: 8,24% complete, ETA 21:45:19
# Fork: 1 of 5
# Warmup Iteration   1: 633,318 us/op
# Warmup Iteration   2: 614,807 us/op
# Warmup Iteration   3: 614,721 us/op
# Warmup Iteration   4: 614,582 us/op
# Warmup Iteration   5: 619,067 us/op
Iteration   1: 618,959 us/op
Iteration   2: 617,460 us/op
Iteration   3: 613,167 us/op
Iteration   4: 612,781 us/op
Iteration   5: 613,292 us/op

# Run progress: 8,35% complete, ETA 21:43:39
# Fork: 2 of 5
# Warmup Iteration   1: 632,270 us/op
# Warmup Iteration   2: 614,302 us/op
# Warmup Iteration   3: 613,477 us/op
# Warmup Iteration   4: 613,109 us/op
# Warmup Iteration   5: 615,431 us/op
Iteration   1: 612,344 us/op
Iteration   2: 612,460 us/op
Iteration   3: 611,643 us/op
Iteration   4: 612,433 us/op
Iteration   5: 611,920 us/op

# Run progress: 8,47% complete, ETA 21:41:59
# Fork: 3 of 5
# Warmup Iteration   1: 636,081 us/op
# Warmup Iteration   2: 610,927 us/op
# Warmup Iteration   3: 610,347 us/op
# Warmup Iteration   4: 611,696 us/op
# Warmup Iteration   5: 611,379 us/op
Iteration   1: 610,263 us/op
Iteration   2: 611,262 us/op
Iteration   3: 610,008 us/op
Iteration   4: 609,811 us/op
Iteration   5: 609,980 us/op

# Run progress: 8,59% complete, ETA 21:40:18
# Fork: 4 of 5
# Warmup Iteration   1: 634,482 us/op
# Warmup Iteration   2: 615,288 us/op
# Warmup Iteration   3: 615,026 us/op
# Warmup Iteration   4: 615,417 us/op
# Warmup Iteration   5: 614,837 us/op
Iteration   1: 615,246 us/op
Iteration   2: 614,911 us/op
Iteration   3: 614,123 us/op
Iteration   4: 615,493 us/op
Iteration   5: 614,244 us/op

# Run progress: 8,71% complete, ETA 21:38:38
# Fork: 5 of 5
# Warmup Iteration   1: 617,381 us/op
# Warmup Iteration   2: 594,706 us/op
# Warmup Iteration   3: 596,231 us/op
# Warmup Iteration   4: 596,038 us/op
# Warmup Iteration   5: 594,876 us/op
Iteration   1: 594,574 us/op
Iteration   2: 594,361 us/op
Iteration   3: 593,480 us/op
Iteration   4: 592,391 us/op
Iteration   5: 593,432 us/op


Result "de.codecentric.fpl.list.Construct.appendLists":
  609,201 ±(99.9%) 6,175 us/op [Average]
  (min, avg, max) = (592,391, 609,201, 618,959), stdev = 8,244
  CI (99.9%): [603,026, 615,377] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.constructFromIterator
# Parameters: (size = 1)

# Run progress: 8,82% complete, ETA 21:36:57
# Fork: 1 of 5
# Warmup Iteration   1: 0,020 us/op
# Warmup Iteration   2: 0,022 us/op
# Warmup Iteration   3: 0,021 us/op
# Warmup Iteration   4: 0,021 us/op
# Warmup Iteration   5: 0,021 us/op
Iteration   1: 0,021 us/op
Iteration   2: 0,021 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,021 us/op

# Run progress: 8,94% complete, ETA 21:35:17
# Fork: 2 of 5
# Warmup Iteration   1: 0,019 us/op
# Warmup Iteration   2: 0,022 us/op
# Warmup Iteration   3: 0,021 us/op
# Warmup Iteration   4: 0,021 us/op
# Warmup Iteration   5: 0,021 us/op
Iteration   1: 0,021 us/op
Iteration   2: 0,021 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,021 us/op

# Run progress: 9,06% complete, ETA 21:33:37
# Fork: 3 of 5
# Warmup Iteration   1: 0,020 us/op
# Warmup Iteration   2: 0,022 us/op
# Warmup Iteration   3: 0,021 us/op
# Warmup Iteration   4: 0,021 us/op
# Warmup Iteration   5: 0,021 us/op
Iteration   1: 0,021 us/op
Iteration   2: 0,021 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,021 us/op

# Run progress: 9,18% complete, ETA 21:31:57
# Fork: 4 of 5
# Warmup Iteration   1: 0,020 us/op
# Warmup Iteration   2: 0,022 us/op
# Warmup Iteration   3: 0,021 us/op
# Warmup Iteration   4: 0,021 us/op
# Warmup Iteration   5: 0,021 us/op
Iteration   1: 0,021 us/op
Iteration   2: 0,021 us/op
Iteration   3: 0,021 us/op
Iteration   4: 0,021 us/op
Iteration   5: 0,021 us/op

# Run progress: 9,29% complete, ETA 21:30:17
# Fork: 5 of 5
# Warmup Iteration   1: 0,023 us/op
# Warmup Iteration   2: 0,022 us/op
# Warmup Iteration   3: 0,022 us/op
# Warmup Iteration   4: 0,022 us/op
# Warmup Iteration   5: 0,022 us/op
Iteration   1: 0,022 us/op
Iteration   2: 0,022 us/op
Iteration   3: 0,022 us/op
Iteration   4: 0,022 us/op
Iteration   5: 0,022 us/op


Result "de.codecentric.fpl.list.Construct.constructFromIterator":
  0,021 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,021, 0,021, 0,022), stdev = 0,001
  CI (99.9%): [0,021, 0,022] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.constructFromIterator
# Parameters: (size = 10)

# Run progress: 9,41% complete, ETA 21:28:36
# Fork: 1 of 5
# Warmup Iteration   1: 0,086 us/op
# Warmup Iteration   2: 0,084 us/op
# Warmup Iteration   3: 0,084 us/op
# Warmup Iteration   4: 0,084 us/op
# Warmup Iteration   5: 0,084 us/op
Iteration   1: 0,084 us/op
Iteration   2: 0,084 us/op
Iteration   3: 0,084 us/op
Iteration   4: 0,084 us/op
Iteration   5: 0,084 us/op

# Run progress: 9,53% complete, ETA 21:26:56
# Fork: 2 of 5
# Warmup Iteration   1: 0,088 us/op
# Warmup Iteration   2: 0,087 us/op
# Warmup Iteration   3: 0,086 us/op
# Warmup Iteration   4: 0,086 us/op
# Warmup Iteration   5: 0,086 us/op
Iteration   1: 0,087 us/op
Iteration   2: 0,087 us/op
Iteration   3: 0,087 us/op
Iteration   4: 0,086 us/op
Iteration   5: 0,086 us/op

# Run progress: 9,65% complete, ETA 21:25:15
# Fork: 3 of 5
# Warmup Iteration   1: 0,086 us/op
# Warmup Iteration   2: 0,085 us/op
# Warmup Iteration   3: 0,084 us/op
# Warmup Iteration   4: 0,084 us/op
# Warmup Iteration   5: 0,084 us/op
Iteration   1: 0,084 us/op
Iteration   2: 0,084 us/op
Iteration   3: 0,084 us/op
Iteration   4: 0,084 us/op
Iteration   5: 0,084 us/op

# Run progress: 9,76% complete, ETA 21:23:35
# Fork: 4 of 5
# Warmup Iteration   1: 0,088 us/op
# Warmup Iteration   2: 0,087 us/op
# Warmup Iteration   3: 0,086 us/op
# Warmup Iteration   4: 0,086 us/op
# Warmup Iteration   5: 0,086 us/op
Iteration   1: 0,086 us/op
Iteration   2: 0,086 us/op
Iteration   3: 0,086 us/op
Iteration   4: 0,086 us/op
Iteration   5: 0,086 us/op

# Run progress: 9,88% complete, ETA 21:21:54
# Fork: 5 of 5
# Warmup Iteration   1: 0,086 us/op
# Warmup Iteration   2: 0,085 us/op
# Warmup Iteration   3: 0,084 us/op
# Warmup Iteration   4: 0,084 us/op
# Warmup Iteration   5: 0,084 us/op
Iteration   1: 0,084 us/op
Iteration   2: 0,084 us/op
Iteration   3: 0,084 us/op
Iteration   4: 0,084 us/op
Iteration   5: 0,084 us/op


Result "de.codecentric.fpl.list.Construct.constructFromIterator":
  0,085 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,084, 0,085, 0,087), stdev = 0,001
  CI (99.9%): [0,084, 0,086] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.constructFromIterator
# Parameters: (size = 100)

# Run progress: 10,00% complete, ETA 21:20:14
# Fork: 1 of 5
# Warmup Iteration   1: 1,159 us/op
# Warmup Iteration   2: 1,163 us/op
# Warmup Iteration   3: 1,138 us/op
# Warmup Iteration   4: 1,138 us/op
# Warmup Iteration   5: 1,139 us/op
Iteration   1: 1,138 us/op
Iteration   2: 1,141 us/op
Iteration   3: 1,138 us/op
Iteration   4: 1,137 us/op
Iteration   5: 1,140 us/op

# Run progress: 10,12% complete, ETA 21:18:33
# Fork: 2 of 5
# Warmup Iteration   1: 1,159 us/op
